index,date,subject,replicate,noise-level,intent,body orientation,ring,hand,hand rest (stability),hand orientation,gestures,firebase,time,X_trial,X_num_taps,X_detected_starts,X_extra_starts_in_front,X_extra_starts_in_end,sanity check,trial,gesture_num
44,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",f,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,6
45,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,4
46,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,4
47,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",b,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,2
48,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",f,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,6
49,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",f,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,6
50,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",b,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,2
51,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",b,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,2
52,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,4
53,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,4
54,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",f,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,6
55,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,4
56,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,4
57,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",i,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,9
58,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",i,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,9
59,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,4
60,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",i,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,9
61,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",b,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,2
62,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",i,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,9
63,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",b,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,2
64,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",b,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,2
65,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",i,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,9
66,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,4
67,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",f,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,6
68,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",i,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,9
69,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",b,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,2
70,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",i,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,9
71,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",f,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,6
72,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",f,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,6
73,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",f,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,6
74,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",b,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,2
75,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",i,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,9
76,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",b,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,2
77,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",i,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,9
78,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,4
79,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,no,"45 deg (in air, chest-level)",d,7D3D29CF-4CC6-476C-8515-47A797371DA9.json,1:42:00 PM,1,80,42,2,0,40,1,4
80,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,4
81,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,6
82,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,9
83,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,9
84,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,2
85,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,2
86,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,4
87,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,2
88,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,6
89,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,6
90,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,6
91,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,2
92,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,6
93,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,6
94,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,2
95,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,4
96,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,6
97,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,4
98,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,2
99,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,4
100,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,4
101,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,9
102,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",d,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,4
103,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,9
104,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,2
105,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,9
106,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,9
107,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,9
108,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,9
109,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",i,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,9
110,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",b,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,2
111,April 2,Gati,1,clean,isolated (wrist),sitting in chair,"2-finger, pointer-index",right,"implicitly, for comfort","0 deg (in air, table-level) ",f,619E3C34-63FE-40BA-A413-AF65C26CD0EB.json,1:49:00 PM,2,80,41,1,0,40,2,6
